"t
[s]","Io
[W/m2]","vo
[m/s]","To
[Â°C]","Tsky
[Â°C]","To_n
[Â°C]","CO2o_ppm
[ppm]","dayNR
[-]",RH           [%]
23122800.0,244.44,4.0,16.1,0.3,11.887,320.0,268.0,60.5
23126400.0,158.33,3.5,15.3,-3.8,11.752,320.0,268.0,65.6
23130000.0,41.67,2.5,14.9,-4.2,11.067,320.0,268.0,62.5
23133600.0,2.78,2.0,14.4,-4.7,11.06,320.0,268.0,66.6
23137200.0,0.0,2.0,14.0,-5.0,11.123,320.0,268.0,70.6
23140800.0,0.0,2.5,13.8,-5.3,10.941,320.0,268.0,70.6
23144400.0,0.0,2.5,13.2,-6.8,10.8,320.0,268.0,74.7
23148000.0,0.0,3.0,12.8,-7.2,10.332,320.0,268.0,73.7
23151600.0,0.0,2.5,12.5,-7.5,10.735,320.0,268.0,80.8
23155200.0,0.0,2.0,12.3,-7.7,10.924,320.0,268.0,84.8
23158800.0,0.0,2.5,13.0,-7.0,11.88,320.0,269.0,87.9
23162400.0,0.0,3.5,13.1,-6.9,12.261,320.0,269.0,90.9
23166000.0,0.0,3.5,13.0,9.0,12.539,320.0,269.0,95.0
23169600.0,0.0,3.0,13.1,9.1,12.261,320.0,269.0,90.9
23173200.0,0.0,3.0,13.0,9.0,12.164,320.0,269.0,90.9
23176800.0,0.0,3.0,13.4,9.4,12.649,320.0,269.0,91.9
23180400.0,30.56,4.0,13.9,9.9,12.846,320.0,269.0,88.9
23184000.0,113.89,4.0,14.5,10.5,13.326,320.0,269.0,87.9
23187600.0,255.56,4.0,16.0,4.7,14.351,320.0,269.0,83.8
23191200.0,205.56,5.5,16.8,8.2,14.895,320.0,269.0,81.8
23194800.0,158.33,5.5,16.9,10.0,14.989,320.0,269.0,81.8
23198400.0,102.78,5.0,16.2,12.2,14.966,320.0,269.0,87.9
23202000.0,88.89,5.0,16.3,12.3,14.637,320.0,269.0,83.8
23205600.0,88.89,4.0,16.3,12.3,14.956,320.0,269.0,86.9
23209200.0,72.22,3.5,16.8,12.8,15.329,320.0,269.0,85.9
23212800.0,38.89,3.0,17.3,13.3,15.478,320.0,269.0,82.8
23216400.0,16.67,3.0,17.2,13.2,15.494,320.0,269.0,83.8
23220000.0,0.0,4.0,17.2,13.2,15.494,320.0,269.0,83.8
23223600.0,0.0,3.5,17.2,13.2,15.822,320.0,269.0,86.9
23227200.0,0.0,4.5,17.5,13.5,16.11,320.0,269.0,86.9
23230800.0,0.0,5.5,17.2,13.2,15.93,320.0,269.0,87.9
23234400.0,0.0,5.0,17.0,13.0,15.737,320.0,269.0,87.9
23238000.0,0.0,4.5,16.8,12.8,15.544,320.0,269.0,87.9
23241600.0,0.0,4.5,16.9,12.9,15.317,320.0,269.0,84.8
23245200.0,0.0,4.5,16.9,12.9,14.769,320.0,270.0,79.8
23248800.0,0.0,4.5,16.8,12.8,14.785,320.0,270.0,80.8
23252400.0,0.0,4.5,16.7,12.7,14.691,320.0,270.0,80.8
23256000.0,0.0,4.0,16.2,12.2,14.435,320.0,270.0,82.8
23259600.0,0.0,3.0,15.0,7.8,14.011,320.0,270.0,89.9
23263200.0,0.0,3.5,14.8,7.6,13.817,320.0,270.0,89.9
23266800.0,91.67,3.5,15.9,11.9,14.676,320.0,270.0,87.9
23270400.0,30.56,3.5,14.3,10.3,13.723,320.0,270.0,94.0
23274000.0,33.33,2.5,13.3,9.3,13.022,320.0,270.0,97.0
23277600.0,102.78,2.5,13.2,9.2,13.016,320.0,270.0,98.0
23281200.0,94.44,1.0,13.5,9.5,12.651,320.0,270.0,90.9
23284800.0,191.67,1.5,14.7,10.7,13.216,320.0,270.0,84.8
23288400.0,116.67,2.0,15.2,11.2,14.001,320.0,270.0,87.9
23292000.0,91.67,2.0,15.0,11.0,12.985,320.0,270.0,79.8
23295600.0,133.33,2.0,15.3,11.3,12.735,320.0,270.0,74.7
23299200.0,105.56,2.5,14.8,10.8,12.274,320.0,270.0,74.7
23302800.0,83.33,2.0,13.8,6.6,11.556,320.0,270.0,76.7
23306400.0,5.56,1.5,12.1,1.7,10.168,320.0,270.0,78.7
23310000.0,0.0,1.5,10.1,-3.5,9.083,320.0,270.0,87.9
23313600.0,0.0,1.0,8.9,-7.9,8.172,320.0,270.0,90.9
23317200.0,0.0,1.0,8.3,-11.7,8.065,320.0,270.0,97.0
23320800.0,0.0,1.0,7.9,-12.1,7.823,320.0,270.0,99.0
23324400.0,0.0,0.5,5.9,-14.1,5.829,320.0,270.0,99.0
23328000.0,0.0,0.5,5.6,-14.4,5.316,320.0,270.0,96.0
23331600.0,0.0,0.5,5.7,-14.3,5.629,320.0,271.0,99.0
23335200.0,0.0,0.5,4.9,-15.1,4.832,320.0,271.0,99.0
23338800.0,0.0,0.5,4.0,-16.0,3.868,320.0,271.0,98.0
23342400.0,0.0,0.5,4.0,-16.0,3.868,320.0,271.0,98.0
23346000.0,0.0,0.5,4.0,-16.0,3.868,320.0,271.0,98.0
23349600.0,0.0,0.5,4.2,-15.8,3.999,320.0,271.0,97.0
23353200.0,52.78,0.5,5.2,1.2,4.921,320.0,271.0,96.0
23356800.0,208.33,1.0,9.3,-2.5,8.562,320.0,271.0,90.9
23360400.0,269.44,2.0,11.6,-0.4,9.513,320.0,271.0,76.7
23364000.0,347.22,2.0,12.8,-0.5,9.934,320.0,271.0,69.6
23367600.0,405.56,2.0,13.4,-1.1,9.645,320.0,271.0,61.5
23371200.0,447.22,2.5,14.0,-2.1,9.845,320.0,271.0,58.5
23374800.0,402.78,3.0,14.3,-1.7,9.882,320.0,271.0,56.4
23378400.0,266.67,3.0,14.1,10.1,9.044,320.0,271.0,50.4
23382000.0,341.67,3.5,14.4,-7.9,9.632,320.0,271.0,53.4
23385600.0,227.78,3.5,14.0,-8.3,10.062,320.0,271.0,60.5
23389200.0,83.33,3.0,13.0,-7.0,9.605,320.0,271.0,64.5
23392800.0,5.56,2.0,11.0,-9.0,9.048,320.0,271.0,77.7
23396400.0,0.0,1.5,9.7,-10.3,8.269,320.0,271.0,82.8
23400000.0,0.0,1.0,8.3,-11.7,7.907,320.0,271.0,95.0
23403600.0,0.0,1.0,6.9,-13.1,6.376,320.0,271.0,92.9
23407200.0,0.0,2.0,8.2,-11.8,7.57,320.0,271.0,91.9
23410800.0,0.0,1.5,6.0,-14.0,5.784,320.0,271.0,97.0
23414400.0,0.0,1.0,5.0,-15.0,4.931,320.0,271.0,99.0
23418000.0,0.0,1.0,5.2,-14.8,4.991,320.0,272.0,97.0
23421600.0,0.0,0.5,4.2,-15.8,4.066,320.0,272.0,98.0
23425200.0,0.0,0.5,3.7,-16.3,3.503,320.0,272.0,97.0
23428800.0,0.0,1.5,3.4,-16.6,3.271,320.0,272.0,98.0
23432400.0,0.0,1.0,3.5,-16.5,3.37,320.0,272.0,98.0
23436000.0,2.78,1.5,4.0,-16.0,3.801,320.0,272.0,97.0
23439600.0,91.67,2.0,6.2,2.2,5.763,320.0,272.0,93.9
23443200.0,241.67,2.0,9.0,-4.5,8.022,320.0,272.0,87.9
23446800.0,369.44,3.0,11.2,-4.5,9.049,320.0,272.0,75.7
23450400.0,466.67,4.0,12.9,-4.3,9.414,320.0,272.0,63.5
23454000.0,516.67,4.5,13.7,-4.3,9.693,320.0,272.0,59.5
23457600.0,505.56,3.5,14.2,-3.8,9.686,320.0,272.0,55.4
23461200.0,463.89,3.0,15.0,-3.3,9.906,320.0,272.0,51.4
23464800.0,355.56,3.5,15.0,-2.3,9.79,320.0,272.0,50.4
23468400.0,305.56,4.0,15.3,-5.3,9.921,320.0,272.0,49.4
23472000.0,197.22,3.0,14.9,-5.7,9.938,320.0,272.0,52.4
23475600.0,91.67,3.0,13.7,-6.3,9.8,320.0,272.0,60.5
23479200.0,2.78,2.0,11.3,-8.7,9.048,320.0,272.0,74.7
23482800.0,0.0,2.0,10.4,-9.6,8.756,320.0,272.0,80.8
23486400.0,0.0,2.0,9.8,-10.2,8.191,320.0,272.0,80.8
23490000.0,0.0,2.5,9.1,-10.9,7.784,320.0,272.0,83.8
23493600.0,0.0,2.5,8.9,-11.1,7.342,320.0,272.0,80.8
23497200.0,0.0,2.0,8.1,-11.9,6.993,320.0,272.0,85.8
23500800.0,0.0,2.5,7.9,-12.1,6.881,320.0,272.0,86.8
23504400.0,0.0,2.5,7.2,-12.8,6.208,320.0,273.0,86.9
23508000.0,0.0,2.0,6.7,-13.3,5.954,320.0,273.0,89.9
23511600.0,0.0,1.5,6.0,-14.0,5.566,320.0,273.0,93.9
23515200.0,0.0,3.0,6.8,-13.2,6.202,320.0,273.0,91.9
23518800.0,0.0,2.0,7.1,-12.9,6.419,320.0,273.0,90.9
23522400.0,0.0,2.5,6.7,-13.3,6.105,320.0,273.0,91.9
23526000.0,83.33,2.5,7.5,3.5,6.575,320.0,273.0,87.9
23529600.0,230.56,3.0,9.7,-3.4,8.01,320.0,273.0,79.8
23533200.0,330.56,3.0,11.2,-3.3,8.863,320.0,273.0,73.7
23536800.0,441.67,3.5,13.1,-3.4,9.899,320.0,273.0,66.6
23540400.0,519.44,3.5,15.0,-3.2,10.593,320.0,273.0,57.5
23544000.0,530.56,3.5,15.8,-3.2,10.691,320.0,273.0,52.4
23547600.0,513.89,4.0,16.7,-3.5,11.073,320.0,273.0,49.4
23551200.0,444.44,3.5,17.0,-4.3,10.297,320.0,273.0,41.3
23554800.0,341.67,3.0,17.1,-6.0,10.376,320.0,273.0,41.3
23558400.0,202.78,3.0,16.5,-3.5,10.411,320.0,273.0,45.3
23562000.0,69.44,2.5,14.9,-5.1,10.395,320.0,273.0,56.4
23565600.0,2.78,2.0,12.8,-7.2,9.833,320.0,273.0,68.6
23569200.0,0.0,2.0,10.9,-9.1,8.863,320.0,273.0,76.7
23572800.0,0.0,2.5,10.2,-9.8,8.568,320.0,273.0,80.8
23576400.0,0.0,3.5,10.0,-10.0,8.467,320.0,273.0,81.8
23580000.0,0.0,2.5,9.3,-10.7,8.143,320.0,273.0,85.8
23583600.0,0.0,2.5,9.0,-11.0,8.022,320.0,273.0,87.9
23587200.0,0.0,2.0,8.4,-11.6,7.362,320.0,273.0,86.9
23590800.0,0.0,0.5,6.5,-13.5,6.28,320.0,274.0,97.0
23594400.0,0.0,0.5,6.3,-13.7,6.082,320.0,274.0,97.0
23598000.0,0.0,0.5,5.3,-14.7,5.231,320.0,274.0,99.0
23601600.0,0.0,0.5,5.2,-14.8,5.131,320.0,274.0,99.0
23605200.0,0.0,1.0,5.5,-14.5,5.43,320.0,274.0,99.0
23608800.0,0.0,1.0,7.1,-12.9,6.875,320.0,274.0,97.0
23612400.0,58.33,0.5,8.5,4.5,8.263,320.0,274.0,97.0
23616000.0,138.89,1.5,12.1,3.2,11.196,320.0,274.0,89.9
23619600.0,233.33,3.0,13.9,2.9,11.852,320.0,274.0,78.7
23623200.0,388.89,3.5,16.1,1.1,12.349,320.0,274.0,64.6
23626800.0,383.33,3.0,16.6,2.4,12.44,320.0,274.0,61.5
23630400.0,463.89,4.0,17.2,0.2,12.233,320.0,274.0,55.4
23634000.0,341.67,4.0,17.1,2.8,12.148,320.0,274.0,55.4
23637600.0,288.89,5.0,17.0,2.2,12.429,320.0,274.0,58.5
23641200.0,166.67,4.0,16.2,12.2,12.438,320.0,274.0,64.6
23644800.0,91.67,4.0,15.5,8.3,12.264,320.0,274.0,68.6
23648400.0,22.22,3.0,15.1,7.9,12.657,320.0,274.0,75.7
23652000.0,2.78,3.0,15.5,8.3,13.348,320.0,274.0,78.7
23655600.0,0.0,2.5,14.3,10.3,14.109,320.0,274.0,98.0
23659200.0,0.0,2.0,15.0,11.0,14.805,320.0,274.0,98.0
23662800.0,0.0,2.5,15.5,11.5,15.302,320.0,274.0,98.0
23666400.0,0.0,2.0,15.6,11.6,15.402,320.0,274.0,98.0
23670000.0,0.0,1.5,15.4,11.4,15.203,320.0,274.0,98.0
23673600.0,0.0,2.0,13.9,6.7,13.137,320.0,274.0,91.9
23677200.0,0.0,2.0,12.3,1.9,11.483,320.0,275.0,90.9
23680800.0,0.0,1.5,10.6,-3.0,9.827,320.0,275.0,90.9
23684400.0,0.0,1.5,10.3,-3.3,9.535,320.0,275.0,90.9
23688000.0,0.0,1.5,9.9,-3.7,9.231,320.0,275.0,91.9
23691600.0,0.0,1.0,9.4,-4.2,8.742,320.0,275.0,91.9
23695200.0,0.0,1.5,11.2,-2.4,10.323,320.0,275.0,89.9
23698800.0,19.44,1.5,12.2,8.2,10.071,320.0,275.0,76.7
23702400.0,41.67,1.5,12.7,8.7,10.437,320.0,275.0,75.7
23706000.0,152.78,2.0,14.0,10.0,11.227,320.0,275.0,71.6
23709600.0,241.67,2.0,15.2,11.2,11.553,320.0,275.0,64.6
23713200.0,305.56,3.0,15.5,3.7,11.818,320.0,275.0,64.6
23716800.0,302.78,2.5,15.7,3.7,11.882,320.0,275.0,63.5
23720400.0,297.22,3.0,16.1,3.2,12.349,320.0,275.0,64.6
23724000.0,263.89,2.5,15.5,1.6,12.042,320.0,275.0,66.6
23727600.0,166.67,2.5,15.0,2.2,12.03,320.0,275.0,70.6
23731200.0,119.44,1.5,14.1,-1.9,11.109,320.0,275.0,69.6
23734800.0,52.78,1.0,12.3,-6.9,10.736,320.0,275.0,82.8
23738400.0,2.78,1.0,10.0,-10.0,9.328,320.0,275.0,91.9
23742000.0,0.0,1.0,8.9,-11.1,8.498,320.0,275.0,95.0
23745600.0,0.0,1.0,8.4,-11.6,8.005,320.0,275.0,95.0
23749200.0,0.0,0.5,7.6,-12.4,7.371,320.0,275.0,97.0
23752800.0,0.0,0.5,6.6,-13.4,6.379,320.0,275.0,97.0
23756400.0,0.0,0.5,6.0,-14.0,5.784,320.0,275.0,97.0
23760000.0,0.0,0.5,5.9,-14.1,5.685,320.0,275.0,97.0
23763600.0,0.0,0.5,5.4,-14.6,5.189,320.0,276.0,97.0
23767200.0,0.0,0.5,5.5,-14.5,5.288,320.0,276.0,97.0
23770800.0,0.0,0.5,5.4,-14.6,5.189,320.0,276.0,97.0
23774400.0,0.0,1.0,4.7,-15.3,4.495,320.0,276.0,97.0
23778000.0,0.0,1.0,4.0,-16.0,3.734,320.0,276.0,96.0
23781600.0,0.0,0.5,3.4,-16.6,3.075,320.0,276.0,94.9
23785200.0,58.33,0.5,4.9,-15.1,4.693,320.0,276.0,97.0
23788800.0,213.89,0.5,8.6,-4.2,8.282,320.0,276.0,96.0
23792400.0,333.33,0.5,12.3,-2.7,10.26,320.0,276.0,77.7
23796000.0,427.78,1.5,14.0,-2.5,11.64,320.0,276.0,75.7
23799600.0,455.56,1.5,14.7,-2.0,11.328,320.0,276.0,66.6
23803200.0,366.67,1.0,14.6,0.4,10.583,320.0,276.0,60.5
23806800.0,255.56,1.5,15.0,3.5,10.819,320.0,276.0,59.5
23810400.0,369.44,2.0,15.6,-3.1,11.453,320.0,276.0,60.5
23814000.0,266.67,2.0,15.3,-4.3,10.851,320.0,276.0,57.5
23817600.0,152.78,2.0,14.3,-5.7,10.864,320.0,276.0,65.6
23821200.0,41.67,1.5,12.1,-7.9,9.786,320.0,276.0,74.7
23824800.0,0.0,1.5,10.2,-9.8,8.744,320.0,276.0,82.8
23828400.0,0.0,1.5,9.7,-10.3,8.441,320.0,276.0,84.8
23832000.0,0.0,1.5,8.0,-12.0,7.296,320.0,276.0,90.9
23835600.0,0.0,1.0,7.4,-12.6,7.019,320.0,276.0,95.0
23839200.0,0.0,1.5,7.8,-12.2,7.179,320.0,276.0,91.9
23842800.0,0.0,1.0,7.3,-12.7,6.614,320.0,276.0,90.9
23846400.0,0.0,1.0,6.7,-13.3,6.329,320.0,276.0,95.0
23850000.0,0.0,1.0,6.4,-13.6,6.181,320.0,277.0,97.0
23853600.0,0.0,1.0,6.3,-13.7,6.008,320.0,277.0,96.0
23857200.0,0.0,0.5,6.2,-13.8,5.69,320.0,277.0,92.9
23860800.0,0.0,1.0,6.0,-14.0,5.639,320.0,277.0,95.0
23864400.0,0.0,1.5,5.5,-14.5,5.217,320.0,277.0,96.0
23868000.0,0.0,0.5,5.4,-14.6,5.189,320.0,277.0,97.0
23871600.0,58.33,1.0,6.7,-13.3,6.329,320.0,277.0,95.0
23875200.0,130.56,1.5,8.4,4.4,7.925,320.0,277.0,93.9
23878800.0,288.89,2.5,11.5,-2.0,10.069,320.0,277.0,83.8
23882400.0,263.89,2.5,12.6,1.5,11.116,320.0,277.0,83.8
23886000.0,208.33,2.0,13.4,9.4,11.877,320.0,277.0,83.8
23889600.0,133.33,2.5,14.8,10.8,13.107,320.0,277.0,82.8
23893200.0,44.44,3.0,14.2,10.2,13.43,320.0,277.0,91.9
23896800.0,47.22,2.5,13.5,9.5,13.314,320.0,277.0,98.0
23900400.0,91.67,2.5,14.1,10.1,12.941,320.0,277.0,87.9
23904000.0,138.89,3.0,14.7,10.7,12.496,320.0,277.0,77.7
23907600.0,38.89,2.5,11.7,4.5,9.322,320.0,277.0,73.7
23911200.0,2.78,1.5,9.7,-0.7,8.527,320.0,277.0,85.8
23914800.0,0.0,1.0,8.7,-4.9,8.301,320.0,277.0,95.0
23918400.0,0.0,1.0,8.7,-4.9,8.381,320.0,277.0,96.0
23922000.0,0.0,1.0,7.9,-8.9,7.512,320.0,277.0,95.0
23925600.0,0.0,1.0,7.3,-12.7,7.073,320.0,277.0,97.0
23929200.0,0.0,1.0,7.3,-12.7,7.073,320.0,277.0,97.0
23932800.0,0.0,1.0,5.6,-14.4,5.388,320.0,277.0,97.0
23936400.0,0.0,1.0,5.8,-14.2,5.586,320.0,278.0,97.0
23940000.0,0.0,1.0,5.6,-14.4,5.388,320.0,278.0,97.0
23943600.0,0.0,1.0,5.9,-14.1,5.685,320.0,278.0,97.0
23947200.0,0.0,0.5,5.5,-14.5,5.43,320.0,278.0,99.0
23950800.0,0.0,1.0,5.7,-14.3,5.629,320.0,278.0,99.0
23954400.0,0.0,0.5,5.1,-14.9,5.031,320.0,278.0,99.0
23958000.0,19.44,0.5,7.2,-12.8,6.898,320.0,278.0,96.0
23961600.0,27.78,0.5,8.2,4.2,7.808,320.0,278.0,95.0
23965200.0,22.22,0.5,9.2,5.2,8.794,320.0,278.0,95.0
23968800.0,41.67,1.5,10.6,6.6,10.087,320.0,278.0,94.0
23972400.0,233.33,1.5,13.5,3.7,11.177,320.0,278.0,75.7
23976000.0,391.67,3.5,15.4,0.1,11.279,320.0,278.0,60.5
23979600.0,391.67,4.0,15.2,-1.6,10.992,320.0,278.0,59.5
23983200.0,344.44,3.5,14.7,-3.4,10.448,320.0,278.0,58.5
23986800.0,172.22,3.0,13.7,-0.2,10.225,320.0,278.0,64.6
23990400.0,94.44,3.0,13.1,-4.0,9.694,320.0,278.0,64.6
23994000.0,22.22,2.0,11.3,-8.7,8.954,320.0,278.0,73.7
23997600.0,2.78,1.5,10.3,-9.7,8.484,320.0,278.0,78.7
24001200.0,0.0,1.0,9.5,-10.5,8.335,320.0,278.0,85.8
24004800.0,0.0,1.5,9.8,-10.2,8.537,320.0,278.0,84.8
24008400.0,0.0,2.5,10.3,-9.7,8.573,320.0,278.0,79.8
24012000.0,0.0,3.0,11.1,-8.9,8.864,320.0,278.0,74.7
24015600.0,0.0,3.5,11.0,-9.0,8.771,320.0,278.0,74.7
24019200.0,0.0,4.0,10.6,-9.4,8.945,320.0,278.0,80.8
24022800.0,0.0,3.0,10.6,-9.4,9.034,320.0,279.0,81.8
24026400.0,0.0,3.5,10.7,-9.3,9.396,320.0,279.0,84.8
24030000.0,0.0,3.5,11.1,-8.9,9.778,320.0,279.0,84.8
24033600.0,0.0,3.5,11.1,-8.9,9.778,320.0,279.0,84.8
24037200.0,0.0,3.5,11.2,-8.8,9.874,320.0,279.0,84.8
24040800.0,0.0,4.0,11.2,-8.8,9.874,320.0,279.0,84.8
24044400.0,5.56,5.5,11.2,7.2,10.233,320.0,279.0,88.9
24048000.0,44.44,5.0,11.2,7.2,10.5,320.0,279.0,91.9
24051600.0,63.89,6.0,11.6,7.6,11.425,320.0,279.0,98.0
24055200.0,52.78,5.5,12.2,8.2,11.659,320.0,279.0,94.0
24058800.0,91.67,5.5,13.1,9.1,12.261,320.0,279.0,90.9
24062400.0,155.56,5.0,13.5,9.5,13.126,320.0,279.0,96.0
24066000.0,197.22,5.0,14.6,10.6,13.222,320.0,279.0,85.9
24069600.0,116.67,6.5,14.1,6.4,12.842,320.0,279.0,86.9
24073200.0,55.56,4.5,14.2,10.2,12.838,320.0,279.0,85.8
24076800.0,30.56,3.5,14.3,10.3,12.734,320.0,279.0,83.8
24080400.0,5.56,6.5,13.8,9.8,12.749,320.0,279.0,88.9
24084000.0,0.0,4.0,13.5,9.5,13.22,320.0,279.0,97.0
24087600.0,0.0,5.5,13.3,9.3,12.361,320.0,279.0,89.9
24091200.0,0.0,5.0,13.6,9.6,12.264,320.0,279.0,85.9
24094800.0,0.0,6.5,13.8,9.8,12.159,320.0,279.0,82.8
24098400.0,0.0,6.5,13.3,9.3,12.265,320.0,279.0,88.9
24102000.0,0.0,7.0,13.3,9.3,12.361,320.0,279.0,89.9
24105600.0,0.0,7.5,13.1,9.1,12.731,320.0,279.0,96.0
24109200.0,0.0,8.0,13.3,9.3,13.022,320.0,280.0,97.0
24112800.0,0.0,9.0,13.6,9.6,13.13,320.0,280.0,95.0
24116400.0,0.0,9.0,13.6,9.6,13.225,320.0,280.0,96.0
24120000.0,0.0,9.0,13.6,9.6,13.225,320.0,280.0,96.0
24123600.0,0.0,9.5,13.6,9.6,13.319,320.0,280.0,97.0
24127200.0,0.0,7.5,13.1,9.1,12.731,320.0,280.0,96.0
24130800.0,8.33,4.5,12.2,8.2,12.021,320.0,280.0,98.0
24134400.0,66.67,4.5,12.6,8.6,10.149,320.0,280.0,73.7
24138000.0,205.56,5.5,13.5,3.0,9.732,320.0,280.0,61.5
24141600.0,355.56,7.0,14.1,-0.6,10.04,320.0,280.0,59.5
24145200.0,455.56,7.0,14.2,-3.1,8.787,320.0,280.0,47.3
24148800.0,391.67,7.5,14.1,-1.5,9.38,320.0,280.0,53.4
24152400.0,422.22,9.0,14.3,-4.0,9.097,320.0,280.0,49.4
24156000.0,205.56,8.0,13.2,1.2,9.26,320.0,280.0,59.5
24159600.0,77.78,6.5,12.4,4.7,8.259,320.0,280.0,56.4
24163200.0,66.67,6.0,11.0,7.0,8.679,320.0,280.0,73.7
24166800.0,22.22,6.5,11.3,7.3,8.482,320.0,280.0,68.6
24170400.0,0.0,7.5,9.1,5.1,7.276,320.0,280.0,77.7
24174000.0,0.0,6.0,9.4,5.4,7.642,320.0,280.0,78.7
24177600.0,0.0,7.0,9.1,5.1,7.615,320.0,280.0,81.8
24181200.0,0.0,6.0,10.1,6.1,8.031,320.0,280.0,75.7
24184800.0,0.0,6.0,9.5,2.3,8.079,320.0,280.0,82.8
24188400.0,0.0,7.5,9.3,2.1,7.634,320.0,280.0,79.8
24192000.0,0.0,6.5,8.7,-1.7,7.403,320.0,280.0,83.8
24195600.0,0.0,7.5,8.5,-1.9,7.376,320.0,281.0,85.8
24199200.0,0.0,7.5,8.7,-1.7,7.486,320.0,281.0,84.8
24202800.0,0.0,7.0,8.5,-1.9,7.295,320.0,281.0,84.8
24206400.0,0.0,6.5,8.3,4.3,7.427,320.0,281.0,88.9
24210000.0,0.0,6.5,8.4,4.4,7.605,320.0,281.0,89.9
24213600.0,0.0,7.5,8.4,4.4,7.925,320.0,281.0,93.9
24217200.0,13.89,8.0,8.5,4.5,8.024,320.0,281.0,94.0
24220800.0,30.56,7.5,8.6,4.6,8.122,320.0,281.0,94.0
24224400.0,55.56,7.5,8.9,4.9,8.417,320.0,281.0,94.0
24228000.0,241.67,7.5,10.2,6.2,9.179,320.0,281.0,87.9
24231600.0,330.56,7.0,11.3,-2.0,9.787,320.0,281.0,82.8
24235200.0,280.56,6.5,12.6,0.7,10.925,320.0,281.0,81.8
24238800.0,280.56,5.5,12.8,-0.2,10.628,320.0,281.0,76.7
24242400.0,366.67,5.5,13.0,-6.9,9.191,320.0,281.0,60.5
24246000.0,188.89,6.0,12.3,-3.6,8.683,320.0,281.0,61.5
24249600.0,80.56,4.5,11.3,-7.8,8.954,320.0,281.0,73.7
24253200.0,19.44,3.0,10.4,-9.6,8.127,320.0,281.0,73.7
24256800.0,0.0,3.5,9.2,-10.8,7.283,320.0,281.0,76.7
24260400.0,0.0,2.0,8.4,-11.6,7.117,320.0,281.0,83.8
24264000.0,0.0,2.5,8.6,-11.4,7.88,320.0,281.0,90.9
24267600.0,0.0,3.5,9.1,-10.9,8.118,320.0,281.0,87.9
24271200.0,0.0,3.0,8.3,-11.7,7.508,320.0,281.0,89.9
24274800.0,0.0,3.5,8.3,-11.7,6.94,320.0,281.0,82.8
24278400.0,0.0,2.5,7.2,3.2,6.822,320.0,281.0,95.0
24282000.0,0.0,1.5,6.3,-0.9,5.788,320.0,282.0,92.9
24285600.0,0.0,2.0,6.2,-1.0,5.542,320.0,282.0,90.9
24289200.0,0.0,2.5,5.5,-4.9,5.288,320.0,282.0,97.0
24292800.0,0.0,2.5,5.2,-5.2,4.709,320.0,282.0,92.9
24296400.0,0.0,3.0,6.0,-4.4,5.421,320.0,282.0,91.9
24300000.0,0.0,1.5,5.6,-4.8,5.173,320.0,282.0,93.9
24303600.0,55.56,2.5,6.5,2.5,6.132,320.0,282.0,95.0
24307200.0,80.56,1.5,7.9,3.9,7.119,320.0,282.0,89.9
24310800.0,97.22,3.0,8.1,4.1,7.073,320.0,282.0,86.8
24314400.0,83.33,2.5,8.6,4.6,8.122,320.0,282.0,94.0
24318000.0,216.67,3.5,10.2,6.2,9.093,320.0,282.0,86.9
24321600.0,291.67,4.0,11.5,-0.9,8.853,320.0,282.0,70.6
24325200.0,358.33,5.0,12.2,-4.0,8.495,320.0,282.0,60.5
24328800.0,316.67,4.5,12.5,-5.2,8.96,320.0,282.0,62.5
24332400.0,216.67,4.5,11.7,-6.6,8.648,320.0,282.0,66.6
24336000.0,97.22,3.5,11.3,-7.0,8.577,320.0,282.0,69.6
24339600.0,16.67,3.0,10.5,-9.5,8.037,320.0,282.0,71.6
24343200.0,0.0,4.5,9.0,-11.0,6.926,320.0,282.0,74.7
24346800.0,0.0,2.5,8.3,-11.7,7.103,320.0,282.0,84.8
24350400.0,0.0,2.5,9.1,-10.9,7.531,320.0,282.0,80.8
24354000.0,0.0,3.0,8.5,4.5,7.783,320.0,282.0,90.9
24357600.0,0.0,1.5,7.8,3.8,7.336,320.0,282.0,94.0
24361200.0,0.0,2.0,7.4,3.4,6.866,320.0,282.0,92.9
24364800.0,0.0,2.0,6.9,2.9,6.526,320.0,282.0,95.0
24368400.0,0.0,2.0,7.2,3.2,6.439,320.0,283.0,89.9
24372000.0,0.0,3.0,7.2,3.2,6.439,320.0,283.0,89.9
24375600.0,0.0,3.5,7.2,3.2,6.285,320.0,283.0,87.9
24379200.0,0.0,2.5,6.5,-0.7,5.984,320.0,283.0,92.9
24382800.0,0.0,3.0,6.3,-0.9,5.788,320.0,283.0,92.9
24386400.0,0.0,2.5,6.6,-0.6,6.007,320.0,283.0,91.9
24390000.0,41.67,2.5,6.6,-0.6,6.007,320.0,283.0,91.9
24393600.0,155.56,3.0,8.4,4.4,7.199,320.0,283.0,84.8
24397200.0,216.67,3.0,8.6,-2.7,7.308,320.0,283.0,83.8
24400800.0,313.89,3.5,10.6,-3.0,8.311,320.0,283.0,73.7
24404400.0,452.78,3.5,11.4,-6.3,9.046,320.0,283.0,73.7
24408000.0,433.33,3.5,11.8,-5.7,8.835,320.0,283.0,67.6
24411600.0,358.33,4.0,12.2,-4.2,8.996,320.0,283.0,65.6
24415200.0,341.67,3.5,12.5,-6.7,9.061,320.0,283.0,63.5
