"t
[s]","Io
[W/m2]","vo
[m/s]","To
[Â°C]","Tsky
[Â°C]","To_n
[Â°C]","CO2o_ppm
[ppm]","dayNR
[-]",RH           [%]
3600.0,0.0,1.0,-7.1,-14.3,-7.242,320.0,1.0,96.3
7200.0,0.0,0.5,-7.5,-14.7,-7.639,320.0,1.0,96.3
10800.0,0.0,1.0,-8.4,-12.4,-8.564,320.0,1.0,95.4
14400.0,0.0,1.5,-9.8,-17.0,-9.889,320.0,1.0,97.2
18000.0,0.0,1.5,-10.0,-17.2,-10.059,320.0,1.0,98.1
21600.0,0.0,1.5,-10.0,-17.2,-10.088,320.0,1.0,97.2
25200.0,0.0,1.5,-10.1,-17.3,-10.217,320.0,1.0,96.3
28800.0,0.0,3.0,-9.8,-13.8,-9.889,320.0,1.0,97.2
32400.0,19.44,1.5,-9.3,-13.3,-9.485,320.0,1.0,94.5
36000.0,80.56,2.5,-8.8,-12.8,-8.96,320.0,1.0,95.4
39600.0,91.67,3.5,-7.6,-11.6,-7.599,320.0,1.0,100.0
43200.0,80.56,3.0,-6.6,-10.6,-6.82,320.0,1.0,94.4
46800.0,33.33,3.5,-5.8,-9.8,-5.993,320.0,1.0,95.3
50400.0,33.33,4.0,-5.4,-9.4,-5.597,320.0,1.0,95.3
54000.0,33.33,4.0,-4.9,-8.9,-4.981,320.0,1.0,98.1
57600.0,8.33,3.5,-4.0,-8.0,-4.257,320.0,1.0,94.3
61200.0,0.0,3.5,-3.4,-7.4,-3.621,320.0,1.0,95.3
64800.0,0.0,2.0,-2.9,-6.9,-3.128,320.0,1.0,95.2
68400.0,0.0,2.5,-2.5,-6.5,-2.733,320.0,1.0,95.2
72000.0,0.0,1.5,-2.3,-6.3,-2.488,320.0,1.0,96.2
75600.0,0.0,2.0,-1.8,-5.8,-1.993,320.0,1.0,96.2
79200.0,0.0,1.5,-1.9,-5.9,-2.092,320.0,1.0,96.2
82800.0,0.0,2.0,-1.8,-5.8,-1.993,320.0,1.0,96.2
86400.0,0.0,2.0,-1.7,-5.7,-1.894,320.0,1.0,96.2
90000.0,0.0,2.5,-1.2,-5.2,-1.449,320.0,2.0,95.2
93600.0,0.0,2.0,-1.4,-5.4,-1.647,320.0,2.0,95.2
97200.0,0.0,1.5,-2.2,-9.4,-2.389,320.0,2.0,96.2
100800.0,0.0,1.5,-2.5,-9.7,-2.733,320.0,2.0,95.2
104400.0,0.0,1.0,-1.8,-9.0,-1.993,320.0,2.0,96.2
108000.0,0.0,1.0,-2.9,-13.3,-3.128,320.0,2.0,95.2
111600.0,0.0,1.0,-3.3,-13.7,-3.523,320.0,2.0,95.2
115200.0,2.78,1.0,-1.4,-11.8,-1.647,320.0,2.0,95.2
118800.0,2.78,1.0,0.2,-10.2,-0.131,320.0,2.0,94.1
122400.0,8.33,1.5,1.1,-2.9,0.806,320.0,2.0,94.9
126000.0,16.67,1.0,1.3,-2.7,1.004,320.0,2.0,94.9
129600.0,38.89,1.0,1.6,-3.4,1.36,320.0,2.0,96.0
133200.0,194.44,2.5,1.4,-3.6,1.102,320.0,2.0,94.9
136800.0,147.22,2.0,1.4,-3.6,0.922,320.0,2.0,91.9
140400.0,147.22,1.5,0.2,-8.0,-0.293,320.0,2.0,91.2
144000.0,8.33,1.5,-0.9,-12.3,-1.358,320.0,2.0,91.4
147600.0,0.0,2.0,-1.8,-16.4,-2.188,320.0,2.0,92.3
151200.0,0.0,2.0,-1.9,-16.5,-2.286,320.0,2.0,92.3
154800.0,0.0,1.5,-1.5,-16.1,-2.243,320.0,2.0,85.6
158400.0,0.0,2.0,-2.1,-19.9,-2.481,320.0,2.0,92.4
162000.0,0.0,2.5,-1.7,-19.5,-2.09,320.0,2.0,92.3
165600.0,0.0,1.5,-1.8,-19.6,-2.188,320.0,2.0,92.3
169200.0,0.0,2.5,-1.6,-19.4,-1.992,320.0,2.0,92.3
172800.0,0.0,2.5,-1.6,-19.4,-1.992,320.0,2.0,92.3
176400.0,0.0,2.5,-1.5,-19.3,-1.844,320.0,3.0,93.3
180000.0,0.0,2.5,-1.4,-19.2,-1.746,320.0,3.0,93.3
183600.0,0.0,3.0,-1.5,-5.5,-1.844,320.0,3.0,93.3
187200.0,0.0,2.0,-1.4,-5.4,-1.746,320.0,3.0,93.3
190800.0,0.0,2.0,-1.1,-5.1,-1.452,320.0,3.0,93.3
194400.0,0.0,1.5,-1.1,-5.1,-1.452,320.0,3.0,93.3
198000.0,0.0,1.5,-1.4,-5.4,-1.647,320.0,3.0,95.2
201600.0,0.0,1.5,-1.3,-5.3,-1.548,320.0,3.0,95.2
205200.0,8.33,1.0,-1.0,-5.0,-1.353,320.0,3.0,93.3
208800.0,33.33,1.0,-0.5,-4.5,-0.81,320.0,3.0,94.2
212400.0,55.56,1.5,-0.2,-4.2,-0.621,320.0,3.0,92.3
216000.0,66.67,2.5,-1.7,-5.7,-1.992,320.0,3.0,94.3
219600.0,66.67,2.5,-2.2,-6.2,-2.484,320.0,3.0,94.3
223200.0,19.44,1.5,-1.9,-5.9,-2.189,320.0,3.0,94.3
226800.0,8.33,3.5,-1.5,-5.5,-1.844,320.0,3.0,93.3
230400.0,8.33,3.5,-1.8,-5.8,-2.09,320.0,3.0,94.3
234000.0,0.0,3.0,-2.4,-9.6,-2.681,320.0,3.0,94.3
237600.0,0.0,2.5,-2.5,-9.7,-2.826,320.0,3.0,93.3
241200.0,0.0,2.0,-2.6,-6.6,-2.925,320.0,3.0,93.3
244800.0,0.0,2.0,-2.9,-6.9,-3.128,320.0,3.0,95.2
248400.0,0.0,4.5,-3.1,-7.1,-3.416,320.0,3.0,93.3
252000.0,0.0,3.5,-3.9,-11.1,-4.159,320.0,3.0,94.3
255600.0,0.0,2.5,-4.8,-15.2,-5.087,320.0,3.0,93.4
259200.0,0.0,3.0,-5.3,-15.7,-5.578,320.0,3.0,93.4
262800.0,0.0,2.5,-5.5,-15.9,-5.696,320.0,4.0,95.3
266400.0,0.0,2.0,-5.6,-16.0,-5.795,320.0,4.0,95.3
270000.0,0.0,1.0,-5.8,-16.2,-5.993,320.0,4.0,95.3
273600.0,0.0,1.0,-6.0,-16.4,-6.229,320.0,4.0,94.4
277200.0,0.0,1.5,-6.1,-16.5,-6.327,320.0,4.0,94.4
280800.0,0.0,1.5,-6.1,-16.5,-6.327,320.0,4.0,94.4
284400.0,0.0,1.5,-6.0,-16.4,-6.305,320.0,4.0,92.5
288000.0,0.0,1.0,-5.8,-16.2,-5.993,320.0,4.0,95.3
291600.0,19.44,1.0,-5.7,-16.1,-5.894,320.0,4.0,95.3
295200.0,33.33,1.5,-5.8,-9.8,-5.993,320.0,4.0,95.3
298800.0,91.67,2.0,-5.7,-9.7,-5.894,320.0,4.0,95.3
302400.0,127.78,1.5,-6.0,-10.0,-6.229,320.0,4.0,94.4
306000.0,80.56,2.0,-4.7,-8.7,-4.988,320.0,4.0,93.4
309600.0,66.67,2.0,-4.3,-8.3,-4.638,320.0,4.0,92.4
313200.0,33.33,3.0,-4.5,-8.5,-4.75,320.0,4.0,94.3
316800.0,8.33,2.5,-4.7,-8.7,-4.988,320.0,4.0,93.4
320400.0,0.0,3.0,-4.7,-8.7,-4.988,320.0,4.0,93.4
324000.0,0.0,3.0,-4.9,-8.9,-5.185,320.0,4.0,93.4
327600.0,0.0,3.5,-5.0,-9.0,-5.283,320.0,4.0,93.4
331200.0,0.0,2.0,-6.0,-13.2,-6.229,320.0,4.0,94.4
334800.0,0.0,1.5,-7.1,-17.5,-7.35,320.0,4.0,93.5
338400.0,0.0,2.0,-8.0,-21.6,-8.236,320.0,4.0,93.5
342000.0,0.0,2.5,-7.5,-21.1,-7.639,320.0,4.0,96.3
345600.0,0.0,2.0,-7.3,-20.9,-7.546,320.0,4.0,93.5
349200.0,0.0,2.0,-8.1,-24.9,-8.334,320.0,5.0,93.5
352800.0,0.0,2.0,-7.7,-24.5,-7.94,320.0,5.0,93.5
356400.0,0.0,1.5,-7.6,-24.4,-7.842,320.0,5.0,93.5
360000.0,0.0,2.5,-7.4,-24.2,-7.54,320.0,5.0,96.3
363600.0,0.0,2.5,-7.5,-24.3,-7.743,320.0,5.0,93.5
367200.0,0.0,2.5,-8.7,-28.7,-8.958,320.0,5.0,92.6
370800.0,0.0,1.5,-9.9,-29.9,-10.168,320.0,5.0,91.7
374400.0,0.0,1.5,-9.7,-29.7,-9.971,320.0,5.0,91.7
378000.0,44.44,2.0,-9.2,-29.2,-9.449,320.0,5.0,92.6
381600.0,147.22,2.5,-7.6,-20.8,-7.842,320.0,5.0,93.5
385200.0,241.67,3.0,-6.9,-25.4,-7.116,320.0,5.0,94.4
388800.0,266.67,3.0,-7.0,-28.1,-7.759,320.0,5.0,80.4
392400.0,230.56,3.0,-6.6,-27.7,-7.08,320.0,5.0,87.8
396000.0,194.44,2.5,-6.4,-27.5,-6.961,320.0,5.0,86.0
399600.0,105.56,2.0,-7.3,-27.3,-7.795,320.0,5.0,87.0
403200.0,8.33,2.0,-7.5,-27.5,-7.918,320.0,5.0,88.8
406800.0,0.0,1.0,-9.6,-29.6,-9.965,320.0,5.0,89.0
410400.0,0.0,1.5,-9.5,-29.5,-9.837,320.0,5.0,89.9
414000.0,0.0,0.0,-9.5,-29.5,-9.837,320.0,5.0,89.9
417600.0,0.0,0.5,-11.5,-31.5,-11.767,320.0,5.0,90.9
421200.0,0.0,1.0,-11.6,-31.6,-11.865,320.0,5.0,90.9
424800.0,0.0,1.0,-12.5,-32.5,-12.773,320.0,5.0,90.1
428400.0,0.0,1.0,-13.6,-33.6,-13.875,320.0,5.0,89.3
432000.0,0.0,1.0,-13.8,-33.8,-14.071,320.0,5.0,89.3
435600.0,0.0,2.5,-10.7,-30.7,-10.982,320.0,6.0,90.9
439200.0,0.0,3.0,-9.8,-29.8,-10.07,320.0,6.0,91.7
442800.0,0.0,2.0,-10.8,-30.8,-11.08,320.0,6.0,90.9
446400.0,0.0,1.0,-11.7,-31.7,-11.989,320.0,6.0,90.1
450000.0,0.0,1.0,-11.5,-31.5,-11.767,320.0,6.0,90.9
453600.0,0.0,1.0,-11.4,-31.4,-11.669,320.0,6.0,90.9
457200.0,0.0,2.0,-10.3,-30.3,-10.648,320.0,6.0,89.0
460800.0,0.0,1.5,-10.3,-30.3,-10.999,320.0,6.0,78.1
464400.0,66.67,1.5,-10.2,-30.2,-10.55,320.0,6.0,89.0
468000.0,116.67,1.5,-10.4,-21.3,-10.746,320.0,6.0,89.0
471600.0,291.67,2.5,-9.0,-30.7,-9.348,320.0,6.0,89.9
475200.0,66.67,2.5,-8.2,-15.1,-8.701,320.0,6.0,86.1
478800.0,252.78,3.0,-6.9,-13.8,-7.481,320.0,6.0,85.0
482400.0,172.22,2.0,-6.5,-13.4,-7.17,320.0,6.0,83.2
486000.0,16.67,3.5,-7.2,-17.3,-7.878,320.0,6.0,82.3
489600.0,19.44,3.5,-8.1,-21.4,-8.706,320.0,6.0,83.3
493200.0,0.0,3.5,-7.9,-21.2,-8.479,320.0,6.0,84.2
496800.0,0.0,4.0,-8.0,-21.3,-8.576,320.0,6.0,84.2
500400.0,0.0,4.5,-8.3,-21.6,-8.898,320.0,6.0,83.3
504000.0,0.0,4.0,-7.7,-21.0,-8.391,320.0,6.0,81.4
507600.0,0.0,4.0,-6.2,-19.5,-6.959,320.0,6.0,81.3
511200.0,0.0,4.0,-5.0,-18.3,-5.734,320.0,6.0,83.0
514800.0,0.0,4.0,-4.4,-17.7,-5.203,320.0,6.0,82.0
518400.0,0.0,4.5,-4.4,-17.7,-5.203,320.0,6.0,82.0
522000.0,0.0,5.0,-3.8,-17.1,-4.72,320.0,7.0,80.1
525600.0,0.0,5.0,-3.4,-16.7,-4.296,320.0,7.0,81.0
529200.0,0.0,5.0,-2.8,-16.1,-3.586,320.0,7.0,83.8
532800.0,0.0,4.5,-2.1,-15.4,-2.868,320.0,7.0,84.7
536400.0,0.0,4.0,-1.4,-14.7,-1.846,320.0,7.0,91.4
540000.0,0.0,4.0,-0.5,-13.8,-0.81,320.0,7.0,94.2
543600.0,0.0,3.5,0.5,-12.8,-0.07,320.0,7.0,89.9
547200.0,0.0,6.0,0.9,-12.4,0.609,320.0,7.0,94.9
550800.0,19.44,7.5,1.3,-12.0,1.182,320.0,7.0,98.0
554400.0,33.33,6.0,2.3,-1.7,2.115,320.0,7.0,97.0
558000.0,80.56,7.0,2.4,-1.6,2.276,320.0,7.0,98.0
561600.0,91.67,7.0,3.1,-0.9,2.585,320.0,7.0,91.9
565200.0,80.56,5.5,4.0,0.0,3.801,320.0,7.0,97.0
568800.0,55.56,7.5,4.6,0.6,4.327,320.0,7.0,96.0
572400.0,33.33,6.5,5.1,1.1,4.541,320.0,7.0,91.9
576000.0,0.0,6.5,5.2,1.2,4.425,320.0,7.0,88.9
579600.0,0.0,6.5,4.6,-2.6,3.775,320.0,7.0,87.9
583200.0,0.0,6.5,5.3,-1.9,4.451,320.0,7.0,87.9
586800.0,0.0,6.5,5.2,-2.0,4.211,320.0,7.0,85.8
590400.0,0.0,6.5,5.0,-2.2,4.019,320.0,7.0,85.8
594000.0,0.0,6.5,4.7,-2.5,3.801,320.0,7.0,86.8
597600.0,0.0,6.0,4.0,0.0,3.6,320.0,7.0,93.9
601200.0,0.0,6.0,4.0,0.0,3.667,320.0,7.0,95.0
604800.0,0.0,7.0,4.0,0.0,3.667,320.0,7.0,95.0
608400.0,0.0,6.5,4.3,0.3,4.031,320.0,8.0,96.0
612000.0,0.0,4.5,4.4,0.4,3.993,320.0,8.0,93.9
615600.0,0.0,3.5,4.2,0.2,3.797,320.0,8.0,93.9
619200.0,0.0,4.0,4.3,0.3,3.895,320.0,8.0,93.9
622800.0,0.0,3.5,4.3,0.3,3.895,320.0,8.0,93.9
626400.0,0.0,2.5,4.1,0.1,3.833,320.0,8.0,96.0
630000.0,0.0,2.5,4.0,0.0,3.734,320.0,8.0,96.0
633600.0,8.33,2.5,4.2,0.2,3.932,320.0,8.0,96.0
637200.0,0.0,2.0,4.5,0.5,4.023,320.0,8.0,92.9
640800.0,0.0,2.0,4.2,0.2,3.932,320.0,8.0,96.0
644400.0,8.33,2.5,4.4,0.4,4.13,320.0,8.0,96.0
648000.0,33.33,3.0,4.8,0.8,4.594,320.0,8.0,97.0
651600.0,33.33,3.0,4.9,0.9,4.693,320.0,8.0,97.0
655200.0,33.33,3.0,4.8,0.8,4.594,320.0,8.0,97.0
658800.0,19.44,2.5,4.8,0.8,4.594,320.0,8.0,97.0
662400.0,8.33,2.5,4.8,0.8,4.387,320.0,8.0,93.9
666000.0,0.0,3.0,4.5,0.5,4.229,320.0,8.0,96.0
669600.0,0.0,2.0,3.8,-3.4,3.203,320.0,8.0,90.9
673200.0,0.0,2.5,3.4,-3.8,2.813,320.0,8.0,90.9
676800.0,0.0,2.5,3.0,-4.2,2.228,320.0,8.0,87.8
680400.0,0.0,2.5,2.1,-8.3,1.607,320.0,8.0,91.9
684000.0,0.0,2.0,1.5,-12.1,1.081,320.0,8.0,92.9
687600.0,0.0,2.0,1.1,-12.5,0.688,320.0,8.0,92.9
691200.0,0.0,2.5,1.2,-12.4,0.786,320.0,8.0,92.9
694800.0,0.0,3.5,0.7,-16.1,0.179,320.0,9.0,90.9
698400.0,0.0,3.0,-0.1,-20.1,-0.577,320.0,9.0,91.3
702000.0,0.0,2.5,-0.2,-20.2,-0.621,320.0,9.0,92.3
705600.0,0.0,2.5,-0.3,-20.3,-0.719,320.0,9.0,92.3
709200.0,0.0,2.5,-0.4,-20.4,-0.922,320.0,9.0,90.4
712800.0,0.0,2.0,-0.7,-20.7,-1.059,320.0,9.0,93.3
716400.0,0.0,2.0,-0.5,-20.5,-0.915,320.0,9.0,92.3
720000.0,0.0,2.0,-0.1,-20.1,-0.577,320.0,9.0,91.3
723600.0,44.44,2.5,0.6,-19.4,0.023,320.0,9.0,89.9
727200.0,55.56,2.5,1.5,-2.5,0.778,320.0,9.0,87.9
730800.0,66.67,3.0,2.4,-1.6,1.775,320.0,9.0,89.9
734400.0,80.56,2.5,3.3,-0.7,2.716,320.0,9.0,90.9
738000.0,66.67,2.5,3.3,-0.7,2.781,320.0,9.0,91.9
741600.0,44.44,2.5,3.9,-0.1,3.702,320.0,9.0,97.0
745200.0,44.44,2.5,4.0,0.0,3.934,320.0,9.0,99.0
748800.0,8.33,2.0,3.7,-0.3,3.569,320.0,9.0,98.0
752400.0,0.0,1.5,4.4,0.4,4.4,320.0,9.0,100.0
756000.0,0.0,2.0,4.6,0.6,4.532,320.0,9.0,99.0
759600.0,0.0,1.5,3.8,-3.4,3.669,320.0,9.0,98.0
763200.0,0.0,2.0,3.6,-3.6,3.47,320.0,9.0,98.0
766800.0,0.0,2.0,3.2,-4.0,3.007,320.0,9.0,97.0
770400.0,0.0,1.5,3.3,-3.9,2.912,320.0,9.0,93.9
774000.0,0.0,2.5,3.2,-4.0,2.813,320.0,9.0,93.9
777600.0,0.0,2.5,1.8,-8.6,1.497,320.0,9.0,94.9
781200.0,0.0,1.5,1.5,-8.9,1.201,320.0,10.0,94.9
784800.0,0.0,1.0,1.2,-9.2,0.905,320.0,10.0,94.9
788400.0,0.0,1.5,1.7,-8.7,1.277,320.0,10.0,92.9
792000.0,0.0,1.5,1.4,-9.0,0.922,320.0,10.0,91.9
795600.0,0.0,1.5,0.7,-12.9,0.412,320.0,10.0,94.9
799200.0,0.0,1.5,0.4,-13.2,0.173,320.0,10.0,96.0
802800.0,0.0,1.0,0.0,-13.6,-0.265,320.0,10.0,95.2
806400.0,8.33,0.0,-0.6,-17.4,-0.805,320.0,10.0,96.2
810000.0,33.33,0.0,-0.7,-17.5,-0.904,320.0,10.0,96.2
813600.0,116.67,0.5,1.0,-9.6,0.708,320.0,10.0,94.9
817200.0,194.44,0.5,3.6,-11.3,2.405,320.0,10.0,81.8
820800.0,219.44,1.0,5.4,-11.8,2.924,320.0,10.0,65.5
824400.0,230.56,1.5,7.8,-9.4,4.567,320.0,10.0,59.5
828000.0,172.22,1.0,7.5,-9.7,3.712,320.0,10.0,52.4
831600.0,105.56,1.5,5.6,-14.4,3.104,320.0,10.0,65.6
835200.0,8.33,1.5,3.9,-16.1,1.859,320.0,10.0,69.6
838800.0,0.0,1.5,3.3,-16.7,1.175,320.0,10.0,67.6
842400.0,0.0,1.5,3.6,-16.4,1.447,320.0,10.0,67.6
846000.0,0.0,1.5,3.0,-17.0,1.172,320.0,10.0,71.6
849600.0,0.0,2.0,2.4,-17.6,1.074,320.0,10.0,78.7
853200.0,0.0,2.0,2.8,-17.2,1.384,320.0,10.0,77.7
856800.0,0.0,1.5,2.7,-17.3,1.356,320.0,10.0,78.7
860400.0,0.0,1.5,1.3,-18.7,0.282,320.0,10.0,82.8
864000.0,0.0,1.0,1.4,-18.6,0.316,320.0,10.0,81.8
867600.0,0.0,1.0,0.7,-19.3,-0.388,320.0,11.0,81.1
871200.0,0.0,1.0,0.5,-19.5,-0.737,320.0,11.0,78.4
874800.0,0.0,2.0,0.6,-19.4,-0.76,320.0,11.0,76.4
878400.0,0.0,2.5,1.3,-18.7,-0.491,320.0,11.0,70.0
882000.0,0.0,3.0,1.5,-18.5,-0.376,320.0,11.0,68.9
885600.0,0.0,4.5,2.1,-17.9,-0.413,320.0,11.0,59.8
889200.0,0.0,4.5,3.0,-17.0,-0.184,320.0,11.0,51.5
892800.0,8.33,5.0,2.9,-17.1,-0.265,320.0,11.0,51.6
896400.0,33.33,5.5,5.3,-14.7,0.342,320.0,11.0,33.1
900000.0,138.89,6.5,6.4,-5.7,1.198,320.0,11.0,33.1
903600.0,127.78,7.0,5.5,-5.0,0.903,320.0,11.0,38.2
907200.0,172.22,6.0,6.0,-7.9,1.302,320.0,11.0,38.2
910800.0,252.78,5.5,7.6,-6.3,2.486,320.0,11.0,37.2
914400.0,219.44,7.0,7.4,-6.5,2.504,320.0,11.0,39.2
918000.0,116.67,6.0,6.5,-10.6,1.953,320.0,11.0,41.2
921600.0,19.44,4.5,5.1,-14.9,1.287,320.0,11.0,47.3
925200.0,0.0,4.5,4.9,-15.1,1.12,320.0,11.0,47.3
928800.0,0.0,4.0,4.4,-15.6,0.926,320.0,11.0,50.3
932400.0,0.0,4.5,4.2,-15.8,0.609,320.0,11.0,48.3
936000.0,0.0,3.5,4.1,-15.9,0.303,320.0,11.0,45.3
939600.0,0.0,3.5,3.8,-16.2,0.126,320.0,11.0,46.3
943200.0,0.0,4.0,3.9,-16.1,0.063,320.0,11.0,44.3
946800.0,0.0,4.0,2.4,-17.6,-0.544,320.0,11.0,53.8
950400.0,0.0,3.5,1.2,-18.8,-1.052,320.0,11.0,62.4
954000.0,0.0,3.0,0.9,-19.1,-1.249,320.0,12.0,63.5
957600.0,0.0,3.0,0.0,-20.0,-1.684,320.0,12.0,70.0
961200.0,0.0,3.0,-0.4,-20.4,-2.104,320.0,12.0,69.1
964800.0,0.0,3.5,-0.4,-20.4,-2.104,320.0,12.0,69.1
968400.0,0.0,3.0,-0.3,-20.3,-2.013,320.0,12.0,69.1
972000.0,0.0,2.5,-1.2,-21.2,-2.469,320.0,12.0,76.0
975600.0,0.0,2.0,-1.2,-21.2,-2.469,320.0,12.0,76.0
979200.0,8.33,1.5,-1.2,-21.2,-2.469,320.0,12.0,76.0
982800.0,55.56,2.0,-0.2,-20.2,-1.537,320.0,12.0,75.9
986400.0,116.67,2.5,1.5,-9.0,-0.198,320.0,12.0,71.8
990000.0,172.22,2.5,2.4,-10.8,0.62,320.0,12.0,71.6
993600.0,194.44,2.0,3.4,-11.9,1.403,320.0,12.0,69.6
997200.0,194.44,2.5,4.4,-10.9,2.243,320.0,12.0,68.6
1000800.0,172.22,2.0,4.8,-10.5,2.606,320.0,12.0,68.6
1004400.0,91.67,1.5,3.8,-14.7,2.115,320.0,12.0,74.7
1008000.0,8.33,1.5,2.8,-17.2,1.515,320.0,12.0,79.7
1011600.0,0.0,2.0,3.6,-16.4,1.998,320.0,12.0,75.7
1015200.0,0.0,2.0,3.5,-16.5,1.905,320.0,12.0,75.7
1018800.0,0.0,1.5,3.0,-17.0,1.836,320.0,12.0,81.8
1022400.0,0.0,1.0,2.6,-17.4,1.585,320.0,12.0,83.8
1026000.0,0.0,0.5,2.5,-17.5,1.49,320.0,12.0,83.8
1029600.0,0.0,1.5,2.2,-17.8,1.203,320.0,12.0,83.8
1033200.0,0.0,1.5,1.2,-18.8,0.607,320.0,12.0,89.9
1036800.0,0.0,2.0,1.0,-19.0,0.59,320.0,12.0,92.9
1040400.0,0.0,1.0,0.8,-19.2,0.685,320.0,13.0,98.0
1044000.0,0.0,1.0,1.1,-18.9,0.924,320.0,13.0,97.0
1047600.0,0.0,1.0,1.3,-18.7,1.182,320.0,13.0,98.0
1051200.0,0.0,1.5,1.6,-18.4,1.481,320.0,13.0,98.0
1054800.0,0.0,1.0,1.7,-2.3,1.58,320.0,13.0,98.0
1058400.0,0.0,1.0,1.7,-2.3,1.58,320.0,13.0,98.0
1062000.0,0.0,0.5,1.6,-2.4,1.481,320.0,13.0,98.0
1065600.0,8.33,1.0,1.9,-2.1,1.779,320.0,13.0,98.0
1069200.0,8.33,1.5,2.1,-1.9,1.978,320.0,13.0,98.0
1072800.0,66.67,1.5,2.3,-1.7,2.177,320.0,13.0,98.0
1076400.0,138.89,1.5,2.4,-8.6,2.276,320.0,13.0,98.0
1080000.0,205.56,1.5,3.6,-12.3,2.808,320.0,13.0,87.8
1083600.0,183.33,1.5,4.8,-11.1,3.114,320.0,13.0,75.7
1087200.0,163.89,1.5,5.9,-10.0,3.68,320.0,13.0,69.6
1090800.0,116.67,1.5,5.5,-10.4,3.541,320.0,13.0,72.6
1094400.0,33.33,1.5,4.6,-14.5,2.928,320.0,13.0,75.7
1098000.0,0.0,1.0,2.9,-17.1,1.872,320.0,13.0,83.8
1101600.0,0.0,1.0,2.2,-17.8,1.518,320.0,13.0,88.9
1105200.0,0.0,2.0,1.5,-18.5,0.595,320.0,13.0,84.8
1108800.0,0.0,1.5,1.1,-18.9,0.391,320.0,13.0,87.9
1112400.0,0.0,2.0,1.1,-18.9,0.391,320.0,13.0,87.9
1116000.0,0.0,2.0,0.9,-19.1,0.079,320.0,13.0,85.8
1119600.0,0.0,2.0,0.3,-19.7,-0.201,320.0,13.0,91.1
1123200.0,0.0,2.0,-0.8,-20.8,-1.106,320.0,13.0,94.2
1126800.0,0.0,1.5,-1.1,-21.1,-1.502,320.0,14.0,92.3
1130400.0,0.0,1.5,-1.6,-21.6,-1.893,320.0,14.0,94.3
1134000.0,0.0,2.0,-2.0,-22.0,-2.191,320.0,14.0,96.2
1137600.0,0.0,1.5,-2.0,-22.0,-2.384,320.0,14.0,92.3
1141200.0,0.0,1.0,-1.2,-21.2,-1.651,320.0,14.0,91.4
1144800.0,0.0,2.0,-1.1,-21.1,-1.655,320.0,14.0,89.4
1148400.0,0.0,2.5,-1.1,-21.1,-1.859,320.0,14.0,85.6
1152000.0,0.0,3.0,-1.8,-21.8,-2.729,320.0,14.0,81.8
1155600.0,44.44,3.5,-1.4,-21.4,-2.147,320.0,14.0,85.6
1159200.0,138.89,3.0,-0.3,-12.1,-1.144,320.0,14.0,84.6
1162800.0,194.44,2.5,1.4,-13.0,-0.168,320.0,14.0,73.8
1166400.0,219.44,2.5,2.7,-14.0,1.028,320.0,14.0,73.7
1170000.0,219.44,3.0,3.8,-12.9,1.698,320.0,14.0,68.6
1173600.0,163.89,3.0,3.6,-13.1,1.792,320.0,14.0,72.6
1177200.0,80.56,2.5,2.7,-17.2,1.094,320.0,14.0,74.7
1180800.0,19.44,2.0,2.0,-18.0,0.697,320.0,14.0,78.7
1184400.0,0.0,2.5,1.1,-18.9,0.091,320.0,14.0,82.8
1188000.0,0.0,2.0,1.0,-19.0,-0.118,320.0,14.0,80.9
1191600.0,0.0,2.0,0.8,-19.2,-0.298,320.0,14.0,81.0
1195200.0,0.0,2.5,0.4,-19.6,-0.548,320.0,14.0,83.3
1198800.0,0.0,2.5,0.3,-19.7,-0.584,320.0,14.0,84.3
1202400.0,0.0,2.5,0.3,-19.7,-0.584,320.0,14.0,84.3
1206000.0,0.0,2.0,1.0,-19.0,-0.004,320.0,14.0,82.8
1209600.0,0.0,2.5,1.2,-18.8,0.428,320.0,14.0,86.8
1213200.0,0.0,2.0,0.5,-19.5,0.214,320.0,15.0,94.9
1216800.0,0.0,2.0,0.6,-19.4,0.198,320.0,15.0,92.9
1220400.0,0.0,2.0,0.9,-19.1,0.019,320.0,15.0,84.8
1224000.0,0.0,2.0,1.0,-19.0,0.175,320.0,15.0,85.8
1227600.0,0.0,1.5,1.2,-18.8,0.488,320.0,15.0,87.9
1231200.0,0.0,1.5,1.5,-18.5,0.717,320.0,15.0,86.8
1234800.0,0.0,1.5,1.4,-18.6,0.681,320.0,15.0,87.8
1238400.0,0.0,1.5,1.2,-18.8,0.488,320.0,15.0,87.9
1242000.0,0.0,1.5,1.6,-18.4,0.875,320.0,15.0,87.9
1245600.0,19.44,1.5,2.2,-1.8,1.392,320.0,15.0,86.8
1249200.0,66.67,2.0,2.8,-1.2,2.035,320.0,15.0,87.8
1252800.0,80.56,1.5,3.6,-0.4,2.338,320.0,15.0,80.8
1256400.0,80.56,1.5,3.7,-0.3,2.905,320.0,15.0,87.9
1260000.0,44.44,1.5,3.3,-0.7,3.301,320.0,15.0,100.0
1263600.0,19.44,2.0,3.6,-0.4,3.273,320.0,15.0,95.0
1267200.0,8.33,1.5,3.5,-0.5,3.174,320.0,15.0,95.0
1270800.0,0.0,1.5,3.6,-0.4,3.404,320.0,15.0,97.0
1274400.0,0.0,1.5,3.4,-0.6,3.206,320.0,15.0,97.0
1278000.0,0.0,2.0,3.2,-0.8,3.007,320.0,15.0,97.0
